,Text,Emotion
275,@69quietgirl @britishmuseum Excellent point. Just add the lack of decent medical services and suspect water supplies and the present is fine,disgust
276,@NationalGallery #AskTheGallery Nicholas Penny pls reinstate Candy Unwin who a judge confirmed  was sacked for Trade Union activism,neutral
277,Turner at @museugulbenkian @NationalGallery http://t.co/xyoRrqd45w,neutral
278,in #Cambridge today? check out Castle Hill Open Day http://t.co/n1gW9gmfXQ  @kettlesyard #CastleHill15 @MuseumofCamb http://t.co/VymNZlDKZj,neutral
279,Lovely afternoon at the @britishmuseum - amazing! Thank you for keeping our museums free.,joy
280,@kettlesyard  we miss you too!,joy
281,@tateliverpool @richard51185877 What a great idea THANK YOU  Liverpool such a great City with amazing History which I study,joy
282,@britishmuseum @TripAdvisor Well deserved. Congratulations.,joy
283,"I would say this, but you should come and see Christopher Williams @_TheWhitechapel before it closes on Sunday.",neutral
284,Spending my Sunday morning roaming the Indigenous Australia exhibition :) (at @BritishMuseum) https://t.co/Ui05Xf3c5D,joy
285,@britishmuseum How is this a mystery when the tweet identifies them as 'ancient Greek bronze greaves from 500 BC'? Genuinely confused...,neutral
287,"@NationalGallery A glimpse into #Tiepolo's inner world: MERCHANTS OF LIGHT, a new historical novel by Marta Maretich. http://t.co/J1RMRzia3p",neutral
288,"Beatrice Gibson, Sarah Turner &amp; Larissa Sansour present materials that inspire their work @_TheWhitechapel Bk now! http://t.co/WyAVUVdbwL",neutral
289,Hadrian! We're off to visit his wall next! @britishmuseum w/ @bquentin3 &amp; zada_beda thanks to… https://t.co/nixI2mU9ch,joy
290,At the @NationalGallery looking at the picture by Matan Ben Cnaan. Winner of this year's BP competition,neutral
291,“@NationalGallery:  http://t.co/AQDBwifeZG http://t.co/RA5fZQNdUP” Such a good painting,joy
292,@HackneyAbbott @NationalGallery @johnmcdonnellMP @pcs_union thanks Diane your presence &amp; contribution very much appreciated by strikers ;-),joy
293,"So me and @foxvertebrae went to the Defining Beauty exhibition at the @britishmuseum yesterday, and I thought I'd tweet some musings.",joy
294,"@cheeky_maggy @britishmuseum wasn't that Nap III (Paris, I mean)?",neutral
295,@NealSpencer_BM @britishmuseum Ahah! The place where I spent my Saturdays and Sundays out of my Wokhingham school and made cards....,joy
296,Strikers at @Shell -sponsored @NationalGallery protest against #privatisation #kayaktivists #ShellNo @revbillytalen http://t.co/kLkbccLnFo,anger
297,Last week of Defining Beauty @britishmuseum http://t.co/pHCW5DJOW1,neutral
299,Do you have a burning question for @NationalGallery Director Nicholas Penny? Now's your chance to ask! #AskTheGallery,neutral
300,#FathiHassan #theOffering 2007 #photograph #photography @britishmuseum #photographycollection… https://t.co/iFgB2yD7wA,neutral
301,@britishmuseum Gorgeous,joy
302,@britishmuseum  He looks thrilled.,neutral
303,"Summer of art happening! Audrey Hepburn @NPG, Barbara Hepworth @TateBritain, Summer exhibition @RAA and Pollock @TateLiverpool! Happy days!",joy
304,@britishmuseum Thank You :-),joy
305,“Every good painter paints what he is.” Jackson #Pollock coming soon @tateliverpool http://t.co/pu5O38k0GQ http://t.co/qvojc8RUNQ,neutral
306,Completed my week's dose of Ancient Greece 2night at @britishmuseum #DefiningBeauty expo. Quite a spectacle and not busy. Worth seeing.,joy
307,Tonight (24/06) 6.30pm @Carousel_LDN discussion on collage in contemporary art with @_TheWhitechapel for our #BrooklynVsLondon exhibition.,neutral
308,@BM_AG #privateview @NationalGallery @HelenHillyard @artfund opening of the new Baroque galleries - amazing http://t.co/nfIDolC0fT,joy
309,@_TheWhitechapel. Contemporary ad after Christopher Williams. http://t.co/GRPmEyYyHn,neutral
310,@britishmuseum I'm in. Who do I send my cv to? http://t.co/36Zu31T0Pw,neutral
311,"@NationalGallery C'mon, that could be anybody.",neutral
312,"Have you heard about Soundscapes? Hint: it's about paintings, DJs, museums, the @NationalGallery, &amp; it's pretty cool. http://t.co/KQWgdXn9LY",joy
313,@NationalGallery  : Cover Ulysses-nya Joyce karya Matisse : http://t.co/IoubnWlnCB,neutral
314,@KurtBravo @NationalGallery @Investigart @cipripedia Muy propio para hoy. He visto muchos San Juanitos hoy por las calles de Bejar,neutral
315,@britishmuseum can u fit in 140characters y learning abt #Waterloo200 is significant? Taken out of curriculum in NJ &amp; I'd like that changed!,neutral
316,Et à Sandro aussi @NationalGallery #venus #mars #botticelli http://t.co/aC4VNVKYvy,neutral
317,@britishmuseum Wimbledon starts to today any one for tennis.,neutral
318,or here https://t.co/R2tO79Easn .An in house solution proposed to meet flexibility needs. Come on @NationalGallery - it's time to TALK.,disgust
319,@jbouie Listened to Germany: Memories of a Nation podcasts from @britishmuseum? Many show efforts to grapple with brutal history.,neutral
320,'He broke it. He broke the lute'   http://t.co/qGlKYiPRKk   @NationalGallery http://t.co/GecwY9NhpQ,neutral
321,Looking forward to Age Friendly Museums Network tomorrow @britishmuseum presenting on @StrokeAssocLDN &amp; @HornimanMuseum partnership,joy
322,"I'm at @BritishMuseum in London, Greater London https://t.co/9gF23U5r33",neutral
323,{ @britishmuseum } #Napoleon #China #art #London #ttot #lp #vacation #trip #photography #photo #Travel #travelpics http://t.co/iuDGPRtcII,neutral
324,Superstition &amp; religion: 4-leafed clover encloses 'T' for Thomas Becket. #pilgrimbadges @britishmuseum @LloyddeBeer http://t.co/WhvW7lm5zQ,neutral
325,#Win tickets to Jackson #Pollock: Blind Spots at @tateliverpool! 5 pairs to #giveaway http://t.co/Wr19uS63rh    #art #Liverpool #comp,neutral
326,@NationalGallery @state_hermitage,neutral
327,Magic Carpet Storytelling @kidsinmuseums  @NationalGallery  https://t.co/95pUT0NPNR,neutral
328,"@JessHarri thank you for the RT, following you back, great to see the panelists in action at #DefeatingDepression @RAMMuseum",joy
329,Checking out the Art Corner in Queen Square this weekend? @FringeArtsBath @BathBoules @WeLoveBath @NOWBath @ICIABath http://t.co/Kii53DaHPT,neutral
330,風刺と言えばTEDトークでも言及した1640年代イギリスの企業独占批判。もはや人間ですらありませんw British Museum: Collection image gallery @britishmuseum http://t.co/mx5tMg6dN3,neutral
331,@PrintQuarterly  @Prntmakngonline @_TheWhitechapel @Museo_MAXXI,neutral
332,@AHistoricoMNA @britishmuseum,neutral
333,"Rayban_Outlet_65,Click_24 http://t.co/sMiDEXlzlK http://t.co/LREnUrzz6U @RAMGolfSociety @RAMIREZLUNA @RAMMuseum @RAMON1144 @RAMONGUTIERREZO",neutral
334,"Form/process/context: ""space is a meeting point of histories"" @FL_FLAMIN Artist Sarah Turner in conversation w Karen Mirza @_TheWhitechapel",neutral
335,"Job Desc.: ""3D Models"". Back at @britishmuseum today with the African Rock Art team... http://t.co/uClPF58nxM http://t.co/eAPA3BWd2j",neutral
337,"I'm at @NationalGallery in London, Greater London w/ @sandersonabby https://t.co/qpuDgt1kzT http://t.co/iCWaQ24PbQ",neutral
338,"Cup depicting Odysseus and a rather sad Achilles, via @britishmuseum archives http://t.co/r8udd0ktjb http://t.co/iLkvKnMhhR",neutral
339,Explore the art of Castle Hill this Sat with a tour of the New Hall Art Collection @MECCambridge &amp; last chance to visit @kettlesyard,neutral
340,Reading @SStraine on mega-Pollock @tateliverpool in the @stylistmagazine certainly perked up the morning commute! http://t.co/6f9hTVkKQi,joy
341,I just told @tate @britishmuseum @NPGLondon &amp; @RoyalOperaHouse to #DropBP Sponsorship. Join me: http://t.co/RBqHZy2rOo,neutral
342,This is one of the rooms @Tate_StIves Ravine Neuenschwander now well worth a visit u become part of it too? http://t.co/nXK7jfvFyp,joy
343,Fantastic introduction to the re-displayed Baroque galleries @BM_AG today at pre-1900 European Paintings SSN Study Day with @NationalGallery,joy
346,@FitzMuseum_UK I would love to know the source,joy
347,@FundforTeachers can't express gratitude 4 this visit inside our Art History 101 textbk! W/ @bquentin3 @britishmuseum http://t.co/P6Ev1q1J5O,joy
348,Don't miss Christopher Williams' exhibition about photography @_TheWhitechapel #britaininsider @londonlivindoll http://t.co/DWxZvo7C9u,neutral
349,"@kettlesyard #SINCru's annual #HipHop #Theatre summer #show ""7,295 Silent Steps"" takes place 1st weekend of #July http://t.co/GCekGvK0Gz",neutral
350,@britishmuseum @Nickuae why was it pejorative? Was it a comment about class?,neutral
351,@FourFeetFilms Enjoy! When Van Gogh lived here for a short while he wrote about his walks over the Thames to work and @NationalGallery.,joy
352,Real life Iron #Throne #GameofThrones #GoT @britishmuseum http://t.co/sLCDbrx5rb,neutral
353,"John H. Taylor du @britishmuseum ""The collecting activities of Giovanni d'Athanasi"" #objetEgyptien http://t.co/4hCcd1nb6E",neutral
354,@ICIABath we are trying to create Fun Palaces across Bath bringing science and arts together. Are you interested?  http://t.co/aU8gGTvDXp,neutral
355,#london @visitlondon @NationalGallery #awesome http://t.co/z4wYeXUBuI,joy
356,@Godchecker @britishmuseum much better.,joy
357,@samerelfidy @HistoryLibya @OsamaTashani @britishmuseum مشكلة لما تبدا متحمس وخاش بثقة وانت ماتندريش عليها,neutral
358,This morning students have been given some free time to explore Cambridge's museums. @CamUnivMuseums #ExploreYourSubject #SWOpenDay,neutral
359,@odonnellhugh @britishmuseum,neutral
360,"Very funny fast talking #MC @theiAwards - a great night, beautiful venue @NationalGallery",joy
361,Cannot believe 3 years in London &amp; it's my first visit to the British Museum! It's massive! @britishmuseum http://t.co/Qf9F0qTNkj,joy
362,@kettlesyard YES! And we're very excited about completing our epic Tippett cycle with you tomorrow evening too!,joy
363,#Win a pair of tickets to Jackson #Pollock: Blind Spots at @tateliverpool! http://t.co/Wr19uS63rh   #art #exhibition #Liverpool,neutral
364,@lothargoetz Mirror Image - a frieze of monoprints @Holeeditions @MertensFrames @_TheWhitechapel http://t.co/KGbnko2YoA,neutral
366,.@tateliverpool's Blind Spots exploring Jackson Pollock's black pourings opens 30 June http://t.co/svG1IzgM9t http://t.co/Awml2oE2HL,neutral
367,"@city_calm you have a new follower, thank you for favouriting my RT. Really interesting panel #DefeatingDepression @RAMMuseum",joy
368,@NationalGallery #AskTheGallery What would you do to better adapt to the needs of foreign visitors?,neutral
370,"@NationalGallery Tomorrow, history, art &amp; science collide during #FellowFriday with @ebdrago. Hope you can join us! http://t.co/hSb9vDspsz",neutral
372,"If you've got a spare fiver, @kettlesyard have almost reached their redevelopment funding target http://t.co/TEvhD5ICBq",neutral
373,Discover The Arts with Social Media: NOHO Featured Artist Natalie Ryde https://t.co/Gl8amrJgwd @_TheWhitechapel #London #Art #Video,neutral
374,Christopher Williams: The Production Line of Happiness showing @_TheWhitechapel till June 21 http://t.co/x5kgjdszTX,neutral
375,"@HackneyAbbott @BarnetTradesCcl @NationalGallery @johnmcdonnellMP @pcs_union oh you won't get Ed to intervene, he hasn't with library cuts.",disgust
376,@FL_FLAMIN @nia_loves_films @_TheWhitechapel fantastic - thank you!,joy
377,"@_TheWhitechapel ""Toward Parliament square at dusk"". I hope you all enjoy this painting. http://t.co/cjY46idGyJ http://t.co/ZKTDELAPkT",joy
378,The Dartmouth Museum Daily is out! http://t.co/DRFJjmT28J Stories via @FitzMuseum_UK @MuseumsAtNight @HilaryMcGowan,joy
379,May have bought more stuff from the Mexican bit of the @britishmuseum :D http://t.co/XmvUJGIigx,joy
380,@chemingineer @aaroo4 Saw it @NationalGallery (London) last year and looked for signs of damage but saw none. Conservationists deserve merit,surprise
381,Apotropaic! RT @britishmuseum: Today's #MysteryObject - ancient Greek bronze greaves 500 BC! http://t.co/IM4j6O3SkU http://t.co/jbNoLsd9qe,neutral
382,Go this week! @CreativeDebuts @FunkyArtGallery @GlobalArtAgency @ShoreditchHype @Brick_Lane_Art @_TheWhitechapel http://t.co/93FcNMiTUU,joy
383,"@RAMMuseum  Hello. If you are interested in Kundalini, Enlightenment, Liberation, etc., check this:  https://t.co/N2mbD6Zrpf",neutral
384,"""La Gare Saint-Lazare"" de Claude Monet @NationalGallery #London http://t.co/ctnlAZcU9M",neutral
385,@Smerchant84 RT @lisamaythomas: The Touch Diaries trailer! https://t.co/TG6HPOQ4IK premiere 9th July @ICIABath @BathDance @theatrebristol,joy
386,The @BritishMuseum has an 'Enlightenment' gallery. It's kind of the 'Batman Begins' of the place. http://t.co/y6cOmANylc,neutral
387,CEO Daniel Gandesha will be speaking at the @WiredUK money #startup event at @britishmuseum on 8th July: http://t.co/ssV9XuW9gN,neutral
388,#ChristopherWilliams The Production Line of Happiness @_TheWhitechapel on until Sunday. Dynamic &amp; refreshing http://t.co/fPla90shml,joy
389,@ExeterLiving @MooseAllain @ThelmaHulbert Fab. :),joy
390,@britishmuseum heading to visit mummies and statues.,neutral
391,Dr Sculthorpe provides insightful talk to @artfund members about #IndigenousAustralia exhibition @britishmuseum http://t.co/J51wWzXSvf,joy
392,The @RAMMuseum in Exeter is definitely worth a visit. They have a #Samurai! #ILoveMuseums @brinton83 @crazybird001  https://t.co/1OAGRLHmak,joy
393,Visited the @FitzMuseum_UK today! Inspiration is everywhere :) http://t.co/xq3U4bvz3Y,joy
394,F is for Funky Fiddle Leaf but also for the fabulous @FitzwilliamColl and @FitzMuseum_UK http://t.co/JUwM1VV89t,joy
396,"Brilliant Day, Loved drinking too much coffee with the lovely @lisajewelluk @NationalGallery",joy
397,Find great content producers on #Periscope like @britishmuseum http://t.co/9FJeQAZvXQ  @periscopeco @periscopetv http://t.co/PTx5tkaWvZ,joy
398,"Entrance Hall of Royal Academy, Somerset House by George Johann Scharf 1836 (@britishmuseum). http://t.co/JkndjhmQc5",neutral
399,"Congrats @samcurtisart, v exciting. Looking forward to the show. Starts 15th July - not to miss! @_TheWhitechapel",joy
400,Lo viste? El tuit más popular de hoy entre las personas que sigo http://t.co/HZwcLEHrv1 por @britishmuseum,neutral
401,@kettlesyard - sparkling strings of  light adding to the ambience at Kettles Yard this sunny afternoon http://t.co/dVm0zpXXly,joy
402,@NationalGallery Great 2 c #Rembrandt's back from loan in Rooms 23 &amp; 24 Missed them so much!,joy
403,Crossing the red line. @fitzmuseum_uk @cambridgeuniversity #cambridgeuniversity #iphoneonly #shotoniphone6 #museum … http://t.co/lJ4s0syi3O,neutral
404,#Pollock review – this is art as nervous breakdown... and it's majestic http://t.co/2VuJL7t9BC via @guardian Until 18 October @tateliverpool,joy
405,Friday off. Christopher Williams @_thewhitechapel #whitechapelgallery 👏🏻 https://t.co/b0hJLUxgg7,neutral
406,Great visit to the @britishmuseum yesterday. Expect photos.......,joy
407,"@MorpethSch students got to try their hand at curating an exhibition @_TheWhitechapel yesterday, check it out http://t.co/Va9kAkGT2z",neutral
408,Great day filming #Roman #gems @FitzMuseum_UK with @gassingabout. Watch this space for the finished video! http://t.co/nvf8kEVkJj,joy
410,@britishmuseum @Deirdre2_borgia Looks incredibly uncomfortable to wear...👢,neutral
411,"They did and they will: Coin minted in Amphipolis in #Greece 330 BC depicting Zeus, today in the @BritishMuseum. http://t.co/Vv0IsKfQR7",neutral
412,@NationalGallery the glass means fragility and the book are fortification plans says museum text Tizian far superior https://t.co/pYZBvPbiYV,neutral
413,"@Tate @tateliverpool I will be hammering the door down to see that exhibition, fantastic opportunity to see a well curated exhibition",joy
414,Looking forward to joining this evening's #DefeatingDepression event at @RAMMuseum - hosted by @UoE_MedHist,joy
